TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;TipodeDado;QMed;
MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;MesAnoHidro;0;
NomeEstacao;NOVA MOCAJUBA;NomeEstacao;TARARUA - PONTE;NomeEstacao;FAZENDA RURAL ZEBU;NomeEstacao;CAFEZAL;NomeEstacao;ALTO BONITO;NomeEstacao;MARACACUME;NomeEstacao;ALTO TURI;NomeEstacao;BR-316 / RIO PARUÁ;NomeEstacao;VALE DO PINDARÉ;NomeEstacao;PONTE BR-222;NomeEstacao;ESPERANTINA;NomeEstacao;PINDARÉ-MIRIM;NomeEstacao;FAZENDA REMANSO;NomeEstacao;RIO CORDA II;NomeEstacao;BARRA DO CORDA;NomeEstacao;SANTA VITÓRIA;NomeEstacao;FLORES;NomeEstacao;PEDREIRAS II;NomeEstacao;SÃO LUIZ GONZAGA;NomeEstacao;BACABAL;NomeEstacao;GRAJAU II;NomeEstacao;FORTALEZA;NomeEstacao;FAZENDA SABESA;NomeEstacao;ARATOÍ GRANDE;NomeEstacao;SÃO FELINHO;NomeEstacao;MIRADOR;NomeEstacao;FERNANDO FALCÃO;NomeEstacao;CAMPO LARGO;NomeEstacao;PORTO DO LOPES;NomeEstacao;COLINAS;NomeEstacao;MENDES;NomeEstacao;MONTEVIDÉU;NomeEstacao;CAXIAS;NomeEstacao;CODÓ;NomeEstacao;FAZENDA SOBRAL;NomeEstacao;COROATÁ;NomeEstacao;CANTANHEDE;NomeEstacao;MUNIM;NomeEstacao;SÃO BENEDITO;NomeEstacao;NINA RODRIGUES;
NomedoRio;RIO CAETÉ;NomedoRio;RIO PIRIÁ;NomedoRio;RIO GURUPI;NomedoRio;RIO URAIM;NomedoRio;RIO GURUPI;NomedoRio;RIO MARACACUME;NomedoRio;RIO TURIAÇU;NomedoRio;RIO PARUÁ;NomedoRio;RIO PINDARÉ;NomedoRio;RIO BURITICUPU;NomedoRio;RIO ZUTIUA;NomedoRio;RIO PINDARÉ;NomedoRio;RIO MEARIM;NomedoRio;RIO CORDA OU CAPIM;NomedoRio;RIO MEARIM;NomedoRio;RIO MEARIM;NomedoRio;RIO DAS FLORES;NomedoRio;RIO MEARIM;NomedoRio;RIO MEARIM;NomedoRio;RIO MEARIM;NomedoRio;RIO GRAJAÚ;NomedoRio;RIO SANTANA;NomedoRio;RIO GRAJAÚ;NomedoRio;RIO GRAJAÚ;NomedoRio;RIO ITAPECURU;NomedoRio;RIO ITAPECURU;NomedoRio;RIO ALPERCATAS;NomedoRio;RIO ALPERCATAS;NomedoRio;RIO ALPERCATAS;NomedoRio;RIO ITAPECURU;NomedoRio;RIO CORRENTES;NomedoRio;RIO ITAPECURU;NomedoRio;RIO ITAPECURU;NomedoRio;RIO ITAPECURU;NomedoRio;RIO CODOZINHO;NomedoRio;RIO ITAPECURU;NomedoRio;RIO ITAPECURU;NomedoRio;RIO MUNIM;NomedoRio;RIO PRETO;NomedoRio;RIO MUNIM;
Municipio;BRAGANÇA;Municipio;VISEU;Municipio;PARAGOMINAS;Municipio;PARAGOMINAS;Municipio;VISEU;Municipio;CÂNDIDO MENDES;Municipio;MONÇÃO;Municipio;TURIAÇU;Municipio;AÇAILÂNDIA;Municipio;SANTA LUZIA;Municipio;SANTA LUZIA;Municipio;PINDARÉ-MIRIM;Municipio;GRAJAU;Municipio;BARRA DO CORDA;Municipio;BARRA DO CORDA;Municipio;BARRA DO CORDA;Municipio;PRESIDENTE DUTRA;Municipio;PEDREIRAS;Municipio;SÃO LUÍS GONZAGA DO MARANHÃO;Municipio;BACABAL;Municipio;GRAJAU;Municipio;GRAJAU;Municipio;PAULO RAMOS;Municipio;BELA VISTA DO MARANHÃO;Municipio;SÃO DOMINGOS DO AZEITÃO;Municipio;MIRADOR;Municipio;FERNANDO FALCÃO;Municipio;MIRADOR;Municipio;MIRADOR;Municipio;COLINAS;Municipio;BURITI BRAVO;Municipio;GOVERNADOR EUGENIO BARROS;Municipio;CAXIAS;Municipio;CODÓ;Municipio;CODÓ;Municipio;COROATA;Municipio;CANTANHEDE;Municipio;VARGEM GRANDE;Municipio;SÃO BENEDITO DO RIO PRETO;Municipio;NINA RODRIGUES;





Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;Data;Valor;
01/04/1965;33.34357342465753;01/04/1976;67.61740356164383;01/04/1981;68.66493287671229;01/04/1985;100.36649534246568;01/04/1975;653.8006387978145;01/04/1972;46.380421369863036;01/04/1975;112.18625136612015;01/04/1983;9.27229945355191;01/04/1982;4.2437295890410915;01/04/1979;3.6609721311475423;01/04/1973;20.219320273972603;01/04/1972;135.13736164383548;01/03/1979;30.452005191256855;01/04/1982;20.071856164383608;01/04/1964;48.888363835616445;01/04/1972;51.479111232876704;01/04/1972;1.1198632876712322;01/04/1978;101.9320912328767;01/04/1990;77.49037397260277;01/04/1976;90.7248632876713;01/03/1979;35.571419945355224;01/03/1980;14.429231506849302;01/04/2000;42.259136712328804;01/04/1971;83.40870737704923;01/03/2000;22.543257260273958;01/04/1969;14.24464438356164;01/04/2000;31.219288219178107;01/04/1972;27.508479178082162;01/04/1971;28.100218032786856;01/04/1969;49.72640821917812;01/04/1972;3.261189589041094;01/04/1975;66.17585765027326;01/04/1964;51.754034794520585;01/04/1969;86.65647589041097;01/04/1972;28.62358849315069;01/04/1975;190.23403469945356;01/04/1969;136.5890841095891;01/04/1972;24.57406520547949;01/05/1975;49.58193524590164;01/04/1970;69.28011123287673;
01/04/1966;35.558897260273994;01/04/1977;87.66897041095886;01/04/1982;69.94456328767122;01/04/1986;106.4486873972602;01/04/1976;458.41289863013697;01/04/1973;104.41052383561646;01/04/1976;81.15286904109587;01/04/1984;31.98711452054794;01/04/1983;6.2093254098360635;01/04/1980;2.013387671232875;01/04/1974;30.213329315068478;01/04/1973;303.91836356164373;01/03/1980;25.244862191780797;01/04/1983;19.347040710382537;01/04/1966;54.424115342465754;01/04/1973;63.66366739726023;01/04/1973;1.7267339726027409;01/04/1979;89.12908005464473;01/04/1991;82.03511092896183;01/04/1977;122.99670027397265;01/03/1980;28.186473424657553;01/03/1981;10.233395616438344;01/04/2001;36.73437589041094;01/04/1972;84.084693150685;01/03/2001;20.496186849315052;01/04/1970;15.792189315068512;01/04/2001;28.6555983561644;01/04/1973;29.647633424657528;01/04/1972;27.5179317808219;01/04/1970;44.33443561643833;01/04/1973;9.01310794520548;01/04/1976;56.4365663013699;01/04/1965;62.12527890410961;01/04/1970;69.86801945205482;01/04/1975;41.8321825136612;01/04/1976;137.30555205479462;01/04/1970;151.87487671232887;01/04/1973;56.369078356164394;01/05/1976;34.4943123287671;01/04/1971;152.35083060109295;
01/04/1967;36.2542666666667;01/04/1978;74.56011123287664;01/04/1983;54.482234699453585;01/04/1987;69.11912459016399;01/04/1977;542.9222010958903;01/04/1974;112.73398602739731;01/04/1977;111.3125972602739;01/04/1985;28.517383835616435;01/04/1984;19.790279178082223;01/04/1981;2.9159361643835613;01/04/1975;17.76382131147542;01/04/1974;349.88242273972605;01/03/1981;26.816272602739698;01/04/1984;22.97229561643839;01/04/1969;60.12929780821925;01/04/1974;106.13783643835613;01/04/1974;3.65318356164384;01/04/1980;64.44486054794515;01/04/1992;64.97835424657538;01/04/1978;124.27346356164378;01/03/1981;28.36593260273975;01/03/1982;6.859823013698634;01/04/2002;20.89956;01/04/1973;166.5270380821917;01/03/2002;15.904613972602753;01/04/1971;15.187509562841543;01/04/2002;26.164747397260257;01/04/1974;41.05689780821913;01/04/1973;30.33211643835617;01/04/1971;45.086081420765034;01/04/1975;5.0230224043715825;01/04/1977;69.12138931506858;01/04/1966;59.87478931506854;01/04/1971;86.29215546448083;01/04/1976;30.451134520547935;01/04/1977;151.11502383561654;01/04/1971;211.12318415300552;01/04/1974;110.33136191780834;01/05/1977;38.84579424657537;01/04/1972;86.7418353424657;
01/04/1968;38.7881298630137;01/04/1979;76.46826229508196;01/04/1984;96.37375123287664;01/04/1988;87.06070602739726;01/04/1978;521.7325293150684;01/04/1975;97.15989153005478;01/04/1978;76.11279753424657;01/04/1986;23.556043835616418;01/04/1985;23.22625698630136;01/04/1982;2.831961917808216;01/04/1976;16.961898630137007;01/04/1975;239.0473718579232;01/03/1982;21.037093424657506;01/04/1985;30.819642191780833;01/04/1970;54.10321369863019;01/04/1975;86.67628442622937;01/04/1975;2.463927049180333;01/04/1981;77.36483424657527;01/04/1993;82.7618408219178;01/04/1979;107.64880819672122;01/03/1982;16.944215890410955;01/03/1983;2.3998199453551945;01/04/2003;36.08204426229506;01/04/1974;242.12383534246578;01/03/2003;16.21225765027324;01/04/1972;13.4386405479452;01/04/2003;26.275688251366137;01/04/1975;36.707617759562794;01/04/1974;44.17471232876715;01/04/1972;42.624612328767114;01/04/1976;4.912941095890408;01/04/1978;77.04631123287666;01/04/1969;63.25651945205485;01/04/1972;84.60366630137001;01/04/1977;35.74202410958905;01/04/1978;151.25266547945202;01/04/1972;179.20246027397252;01/04/1975;54.54216256830602;01/05/1978;27.878054246575335;01/04/1973;169.10341808219175;
01/04/1969;41.31834931506852;01/04/1980;60.16875616438354;01/04/1995;133.58642486338803;01/04/1989;112.17307835616435;01/04/1979;488.0460658469947;01/04/1976;38.676902739726046;01/04/1979;61.64944453551901;01/04/1987;14.691737978142076;01/04/1986;18.523272602739727;01/04/1983;2.421530601092895;01/04/1977;20.520585753424662;01/04/1976;198.50561890410947;01/03/1983;17.045386338797783;01/04/1986;28.047771506849344;01/04/1971;54.88737377049184;01/04/1976;65.60791589041091;01/04/1976;2.0463194520547945;01/04/1982;54.98079890410961;01/04/1994;87.24601945205484;01/04/1980;71.99456082191787;01/03/1983;8.845858196721297;01/03/1984;43.354277260273996;01/04/2004;30.692533698630164;01/04/1975;141.2883057377047;01/03/2004;15.479623013698648;01/04/1973;17.546677260273988;01/04/2004;26.99854164383561;01/04/1976;32.43731123287671;01/04/1975;38.35153797814211;01/04/1973;50.39078712328769;01/04/1977;7.266454794520541;01/04/1979;71.5191092896175;01/04/1970;53.5297975342466;01/04/1973;150.8315641095889;01/04/1978;30.58526876712329;01/04/1979;138.68341721311478;01/04/1974;499.09024027397226;01/04/1976;39.084958630137;01/05/1979;23.800376502732234;01/04/1974;334.6862506849313;
01/04/1970;47.98788082191781;01/04/1981;49.82239315068492;01/04/1996;147.8011361643836;01/04/1990;74.57916410958902;01/04/1980;376.4918194520547;01/04/1977;71.84889835616437;01/04/1980;52.63524630136983;01/04/1988;20.361750410958894;01/04/1987;11.391120218579253;01/04/1984;9.498981369863008;01/04/1978;12.098667123287663;01/04/1977;228.50505589041086;01/03/1984;36.26894958904115;01/04/1987;25.758738524590168;01/04/1972;49.34476082191784;01/04/1977;79.78397287671233;01/04/1977;3.0743816438356166;01/04/1983;56.22498934426224;01/04/1995;136.56396284152993;01/04/1981;91.97203835616435;01/03/1984;55.26237232876713;01/03/1988;15.994226849315053;01/04/2005;27.808689589041098;01/04/1976;92.26162712328771;01/03/2005;17.415981917808235;01/04/1974;23.89582000000003;01/04/2005;29.18041863013701;01/04/1977;35.257233424657485;01/04/1976;33.786903835616435;01/04/1974;80.87345287671234;01/04/1978;6.150052602739728;01/04/1980;54.58364328767124;01/04/1971;56.32076448087434;01/04/1974;205.77446356164376;01/04/1979;27.18162322404374;01/04/1980;86.1035197260275;01/04/1975;279.0883510928963;01/04/1977;41.42456438356161;01/05/1980;17.307224931506855;01/04/1975;160.4686994535519;
01/04/2000;46.515289863013685;01/04/1982;42.841463835616445;01/04/1997;99.02542958904112;01/04/1991;65.56666748633879;01/04/1981;289.3595665753426;01/04/1978;58.251057260273974;01/04/1981;38.295878904109614;01/04/1993;16.38007753424657;01/04/1988;13.852157260273971;01/04/1985;8.598916712328775;01/04/1979;10.414528415300548;01/04/1978;188.2414043835615;01/03/1985;44.64443643835618;01/04/1988;28.63455205479453;01/04/1973;66.10616383561647;01/04/1978;94.81509698630137;01/04/1978;3.07100876712329;01/04/1984;137.04610630136986;01/04/1996;143.01205397260276;01/04/1982;67.573586849315;01/03/1985;59.95924767123285;01/03/1989;10.224371506849312;01/04/2006;56.833663013698654;01/04/1977;139.63547205479455;01/03/2006;18.02267589041099;01/04/1975;19.740207923497273;01/04/2006;29.42210520547946;01/04/1978;42.162276986301364;01/04/1977;37.32173808219177;01/04/1975;67.80573524590159;01/04/1979;8.568237704918037;01/04/1981;58.37799945205478;01/04/1972;55.27749780821913;01/04/1975;139.92305245901642;01/04/1980;7.461716986301381;01/04/1981;105.26565616438359;01/04/1976;192.89997287671238;01/04/1978;24.18629150684931;01/05/1981;11.705222739726024;01/04/1976;115.21202383561649;
01/04/2001;42.38227534246572;01/04/1983;39.663313934426206;01/04/1998;91.14929917808219;01/04/1992;43.889052054794504;01/04/1982;267.4362435616442;01/04/1979;65.21537213114755;01/04/1982;51.33179726027396;01/04/1994;33.311139452054796;01/04/1989;21.938895890410933;01/04/1986;6.2519641095890455;01/04/1980;5.92553315068493;01/04/1979;167.26335846994544;01/03/1986;30.495752876712306;01/04/1989;27.16668164383564;01/04/1974;99.86285561643831;01/04/1979;80.6986008196721;01/04/1979;2.331302185792352;01/04/1985;185.71824657534248;01/04/1997;81.18138904109585;01/04/1983;62.20089016393445;01/03/1986;31.769083287671236;01/03/1990;6.491499178082194;01/04/2007;31.13767076502729;01/04/1978;132.74188520547943;01/03/2007;14.27016967213117;01/04/1976;16.450406027397275;01/04/2007;25.873715846994507;01/04/1979;39.189046174863336;01/04/1978;41.934175890411;01/04/1976;56.775388767123275;01/04/1980;2.3427643835616445;01/04/1982;49.397965205479444;01/04/1973;85.02305616438352;01/04/1976;98.92183589041096;01/04/1981;16.836694246575348;01/04/1982;79.85071890410963;01/04/1977;223.0562523287669;01/04/1979;24.791953551912556;01/05/1982;7.4570019178082205;01/04/1977;129.19863835616437;
01/04/2002;46.7041490410959;01/04/1984;126.8555652054794;01/04/1999;128.9325833333333;01/04/1993;49.23229013698631;01/04/1983;182.37330928961754;01/04/1980;34.39411643835616;01/04/1983;24.40325846994536;01/04/1995;20.529172677595607;01/04/1994;15.040729863013675;01/04/1987;3.3897612021857904;01/04/1981;8.403738904109591;01/04/1980;93.76747095890404;01/03/1987;24.03474016393438;01/04/1990;24.949901369863028;01/04/1975;82.37739071038253;01/04/1980;65.24429616438366;01/04/1980;1.7675747945205487;01/04/1986;125.76119917808212;01/04/1998;66.57451808219176;01/04/1984;170.1541917808219;01/03/1987;14.633919672131151;01/03/1992;3.268926575342468;01/04/2008;63.63344054794529;01/04/1979;93.62699781420764;01/03/2008;16.34507945205481;01/04/1977;18.709577534246595;01/04/2008;26.341204931506837;01/04/1980;36.1916638356164;01/04/1979;38.96834863387981;01/04/1977;64.22810821917807;01/04/1981;2.7029400000000043;01/04/1983;50.312066393442635;01/04/1974;129.5059293150687;01/04/1977;112.6774293150684;01/04/1982;7.7108498630137134;01/04/1983;85.39077650273225;01/04/1978;191.54325150684917;01/04/1980;8.24269671232878;01/05/1983;8.568837158469952;01/04/1978;88.43006273972611;
