BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;BaciaCodigo;6;
SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;66;SubBaciaCodigo;67;SubBaciaCodigo;67;SubBaciaCodigo;67;
Estacao_codigo;66006000;Estacao_codigo;66008000;Estacao_codigo;66010000;Estacao_codigo;66050000;Estacao_codigo;66055000;Estacao_codigo;66065000;Estacao_codigo;66070004;Estacao_codigo;66071400;Estacao_codigo;66072000;Estacao_codigo;66110000;Estacao_codigo;66120000;Estacao_codigo;66140000;Estacao_codigo;66160000;Estacao_codigo;66231000;Estacao_codigo;66250001;Estacao_codigo;66255000;Estacao_codigo;66260001;Estacao_codigo;66280000;Estacao_codigo;66340000;Estacao_codigo;66360000;Estacao_codigo;66370000;Estacao_codigo;66380000;Estacao_codigo;66400000;Estacao_codigo;66430000;Estacao_codigo;66440000;Estacao_codigo;66450001;Estacao_codigo;66460000;Estacao_codigo;66470000;Estacao_codigo;66520000;Estacao_codigo;66600000;Estacao_codigo;66650000;Estacao_codigo;66710000;Estacao_codigo;66750000;Estacao_codigo;66800000;Estacao_codigo;66810000;Estacao_codigo;66845000;Estacao_codigo;66849000;Estacao_codigo;66850000;Estacao_codigo;66855000;Estacao_codigo;66870000;Estacao_codigo;66895000;Estacao_codigo;66900000;Estacao_codigo;66910000;Estacao_codigo;66926000;Estacao_codigo;66941000;Estacao_codigo;66945000;Estacao_codigo;66950000;Estacao_codigo;66960008;Estacao_codigo;67030000;Estacao_codigo;67100000;Estacao_codigo;67170000;
Latitude;-14.4517;Latitude;-15.1669;Latitude;-15.0761;Latitude;-14.8508;Latitude;-15.0922;Latitude;-15.4686;Latitude;-16.0761;Latitude;-15.4997;Latitude;-15.8517;Latitude;-16.315;Latitude;-17.1433;Latitude;-14.5417;Latitude;-14.6536;Latitude;-14.845;Latitude;-14.8342;Latitude;-15.2039;Latitude;-15.6156;Latitude;-16.1928;Latitude;-16.5119;Latitude;-16.9444;Latitude;-17.0564;Latitude;-15.9981;Latitude;-16.3108;Latitude;-16.1969;Latitude;-16.6067;Latitude;-16.4789;Latitude;-16.6081;Latitude;-16.9253;Latitude;-17.2078;Latitude;-17.2017;Latitude;-17.2917;Latitude;-17.3656;Latitude;-17.6233;Latitude;-18.0386;Latitude;-18.3939;Latitude;-18.1672;Latitude;-18.7303;Latitude;-18.7244;Latitude;-18.7136;Latitude;-18.5078;Latitude;-19.2583;Latitude;-20.7619;Latitude;-20.2408;Latitude;-20.1558;Latitude;-20.4481;Latitude;-20.4783;Latitude;-19.6986;Latitude;-19.6006;Latitude;-21.0986;Latitude;-21.7003;Latitude;-22.2236;
Longitude;-56.8142;Longitude;-57.0839;Longitude;-57.1819;Longitude;-57.7689;Longitude;-57.6803;Longitude;-57.8936;Longitude;-57.7022;Longitude;-58.5997;Longitude;-58.4628;Longitude;-56.5422;Longitude;-57.3594;Longitude;-55.8489;Longitude;-56.1322;Longitude;-55.8556;Longitude;-56.4139;Longitude;-56.3669;Longitude;-56.1086;Longitude;-55.9669;Longitude;-56.3756;Longitude;-56.6328;Longitude;-56.5806;Longitude;-54.9217;Longitude;-54.9228;Longitude;-54.3003;Longitude;-54.4586;Longitude;-54.6506;Longitude;-55.2064;Longitude;-56.2236;Longitude;-54.1511;Longitude;-56.0086;Longitude;-56.3872;Longitude;-56.7747;Longitude;-56.965;Longitude;-57.4886;Longitude;-57.3911;Longitude;-54.4708;Longitude;-54.5786;Longitude;-54.5297;Longitude;-54.5672;Longitude;-54.7619;Longitude;-57.2353;Longitude;-56.0911;Longitude;-56.3992;Longitude;-55.09;Longitude;-55.4281;Longitude;-55.8014;Longitude;-56.2811;Longitude;-57.4372;Longitude;-57.8442;Longitude;-57.8911;Longitude;-57.3039;
Altitude;215.0;Altitude;125.0;Altitude;140.0;Altitude;212.0;Altitude;106.0;Altitude;188.0;Altitude;262.0;Altitude;200.0;Altitude;146.0;Altitude;114.0;Altitude;107.0;Altitude;282.0;Altitude;192.9;Altitude;228.0;Altitude;179.3;Altitude;163.3;Altitude;140.3;Altitude;125.0;Altitude;114.0;Altitude;115.0;Altitude;114.0;Altitude;239.0;Altitude;241.0;Altitude;284.0;Altitude;226.0;Altitude;207.0;Altitude;139.0;Altitude;160.0;Altitude;484.0;Altitude;112.0;Altitude;150.0;Altitude;109.0;Altitude;91.0;Altitude;85.0;Altitude;83.0;Altitude;321.0;Altitude;223.0;Altitude;214.0;Altitude;238.0;Altitude;190.0;Altitude;79.0;Altitude;133.0;Altitude;108.0;Altitude;203.0;Altitude;162.0;Altitude;133.0;Altitude;103.0;Altitude;79.66;Altitude;72.0;Altitude;70.75;Altitude;109.7;
AreaDrenagem;1600.0;AreaDrenagem;1310.0;AreaDrenagem;9250.0;AreaDrenagem;5290.0;AreaDrenagem;8090.0;AreaDrenagem;3620.0;AreaDrenagem;32400.0;AreaDrenagem;2860.0;AreaDrenagem;5660.0;AreaDrenagem;2910.0;AreaDrenagem;64000.0;AreaDrenagem;2320.0;AreaDrenagem;4260.0;AreaDrenagem;9580.0;AreaDrenagem;16000.0;AreaDrenagem;19700.0;AreaDrenagem;23500.0;AreaDrenagem;28900.0;AreaDrenagem;36900.0;AreaDrenagem;38500.0;AreaDrenagem;39000.0;AreaDrenagem;3240.0;AreaDrenagem;6990.0;AreaDrenagem;3780.0;AreaDrenagem;2180.0;AreaDrenagem;12300.0;AreaDrenagem;23000.0;AreaDrenagem;24100.0;AreaDrenagem;2920.0;AreaDrenagem;23300.0;AreaDrenagem;30000.0;AreaDrenagem;95200.0;AreaDrenagem;103000.0;AreaDrenagem;234000.0;AreaDrenagem;243000.0;AreaDrenagem;9730.0;AreaDrenagem;7380.0;AreaDrenagem;6320.0;AreaDrenagem;6330.0;AreaDrenagem;27600.0;AreaDrenagem;327000.0;AreaDrenagem;11600.0;AreaDrenagem;15000.0;AreaDrenagem;6330.0;AreaDrenagem;10900.0;AreaDrenagem;15700.0;AreaDrenagem;17200.0;AreaDrenagem;371000.0;AreaDrenagem;546000.0;AreaDrenagem;576000.0;AreaDrenagem;10200.0;
OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;OrigemSerie;0;
DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;DescricaoOrigemSerie;QX5day;
DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;DiscretizaçãoTemporária;A;
